Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Platform_encoded,Genre_encoded,Publisher_encoded,Developer_encoded,Rating_encoded,Name
1996,0.56,0.24,0.3,0.02,1.12,71,22,7.5,24,10,9,361,1558,8,Naruto Shippuden: Ultimate Ninja Storm 4
2009,0.25,0.74,0,0.14,1.12,78,50,8.3,32,26,4,527,1531,2,MechAssault
2010,0.5,0.4,0.06,0.16,1.12,82,85,8.4,201,17,6,457,1556,1,EA Sports Active: More Workouts
2005,1.03,0,0.01,0.08,1.12,82,44,8.6,63,19,8,457,1650,5,Derby Stallion 99
2011,0.53,0.36,0.09,0.15,1.12,80,27,8.3,52,17,3,527,1524,7,Cars
2005,0.66,0.4,0,0.05,1.12,78,46,5.1,27,29,8,21,1499,7,Watch Dogs 2
1992,0.41,0.06,0.63,0.02,1.12,71,22,7.5,24,11,5,361,1558,8,LEGO Star Wars III: The Clone Wars
2011,0.84,0.19,0.01,0.08,1.12,77,30,8.2,62,28,3,527,1524,7,Tom Clancy's Rainbow Six 3: Black Arrow
2009,0.28,0.3,0,0.54,1.12,71,4,2.6,10,16,3,21,244,7,Donkey Kong
2007,0,1.12,0,0,1.12,86,15,8,19,13,10,436,1350,1,Mirror's Edge
2009,0.21,0.2,0.62,0.08,1.12,79,77,8.1,165,17,0,447,1226,5,Guitar Hero 5
2012,0.36,0.23,0.38,0.15,1.12,93,61,9.2,1228,20,7,55,127,5,Alien: Isolation
2004,0.82,0.26,0,0.04,1.12,83,60,8.3,40,29,0,21,1499,7,Jampack Winter '98
2010,0.63,0.36,0.02,0.1,1.12,70,91,6,202,28,8,325,1222,5,Fantasy Life
2009,0.67,0.29,0,0.15,1.12,88,60,8.7,59,17,3,294,637,7,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)
2011,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2380,28,0,139,194,5,SingStar
2003,0.85,0.23,0,0.04,1.11,74,38,7.6,51,29,8,325,1567,5,The Legend of Zelda: Tri Force Heroes
2007,0.63,0.37,0,0.11,1.11,71,22,7.5,24,16,0,21,1558,8,Moon Patrol
2007,0.92,0.04,0,0.15,1.11,69,50,6.3,31,16,3,428,637,7,Supercar Street Challenge
2011,0.45,0.49,0,0.18,1.11,84,52,7.3,95,17,2,139,424,5,Pilotwings 64
2005,0.68,0.38,0,0.05,1.11,94,70,9,160,29,0,527,1532,5,Rabbids Go Home
1994,0.95,0.14,0,0.03,1.11,71,22,7.5,24,8,10,17,1558,8,ModNation Racers
1983,0.33,0.07,0.7,0.01,1.11,71,22,7.5,24,11,4,361,1558,8,SOCOM: U.S. Navy SEALs Fireteam Bravo
1995,0,0,1.1,0.01,1.11,71,22,7.5,24,15,7,457,1558,8,Rocksmith
1999,0.18,0.13,0.73,0.07,1.11,71,22,7.5,24,15,7,468,1558,8,Call Of Duty 2: Big Red One
2013,0.44,0.32,0.29,0.07,1.11,87,79,8.7,664,27,11,361,1008,2,Yoshi's Cookie
2013,0.64,0.37,0,0.1,1.11,75,43,7.7,100,28,10,496,1637,7,Rocksmith
2015,0.3,0.52,0.12,0.16,1.11,69,50,7.7,598,18,2,349,399,7,Guitar Hero 5
2004,0.52,0.35,0,0.23,1.11,71,22,7.5,24,19,5,527,1558,8,Worldwide Soccer Manager 2008
1981,1.03,0.06,0,0.01,1.1,71,22,7.5,24,0,8,21,1558,8,Yakuza 3
1982,1.03,0.06,0,0.01,1.1,71,22,7.5,24,0,4,53,1558,8,Persona 4: Golden
2010,0.5,0.35,0.1,0.15,1.1,85,62,8,468,17,0,277,908,5,Spider-Man 2
1997,0.61,0.42,0,0.07,1.1,71,22,7.5,24,15,10,139,1558,8,Crackdown 2
2011,0.9,0.12,0,0.08,1.1,81,23,7.4,29,4,11,305,1415,2,The Beatles: Rock Band
1984,0,0,1.1,0,1.1,71,22,7.5,24,11,5,227,1558,8,Dragon Age II
1989,0,0,1.1,0,1.1,71,22,7.5,24,5,7,468,1558,8,Counter-Strike
1989,0,0,1.1,0,1.1,71,22,7.5,24,11,7,349,1558,8,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)"
1998,0.45,0.33,0.29,0.03,1.1,71,22,7.5,24,10,6,361,1558,8,Guitar Hero Encore: Rocks The 80s
1983,0.51,0.12,0.45,0.02,1.1,71,22,7.5,24,11,4,361,1558,8,Fight Night Champion
1999,0,0,1.1,0,1.1,71,22,7.5,24,5,11,277,1558,8,Rock Band
2011,0.52,0.42,0,0.15,1.1,71,22,7.5,24,17,9,277,1558,8,Tom Clancy's Splinter Cell: Chaos Theory
2001,0.52,0.4,0.04,0.13,1.1,74,18,7.5,24,16,10,139,442,1,NBA Jam Tournament Edition
2006,0.12,0.75,0,0.23,1.1,76,25,7.5,24,16,3,457,1241,7,Donkey Kong Jr.
2006,0,0.84,0,0.25,1.1,71,22,7.5,24,16,3,457,1558,8,Arc the Lad
2003,0.54,0.21,0.31,0.04,1.1,86,60,8.5,176,7,7,361,967,7,Legend of Mana
2013,0.47,0.42,0.13,0.08,1.1,80,66,8.2,283,27,4,361,1418,2,Pikmin 3
2007,0.53,0.45,0,0.12,1.1,61,16,6.9,14,26,6,139,432,2,WWE 2K14
2008,0.31,0.56,0.03,0.2,1.1,87,39,8.1,109,17,6,91,301,1,Dragon Ball: XenoVerse
2007,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,28,8,139,469,7,Lumines: Puzzle Fusion
1998,0.26,0.1,0.72,0.02,1.1,80,13,8.5,44,15,7,457,1503,1,Megamania
2007,0.46,0.51,0,0.12,1.1,71,22,7.5,24,4,9,527,862,1,Jungle Hunt
2013,1.01,0,0,0.08,1.09,77,18,5.8,74,28,10,139,446,1,Castlevania: Lords of Shadow
2006,0.05,0.04,0.84,0.16,1.09,77,34,8.1,52,16,1,447,77,5,Triple Play 98
2009,0.53,0.39,0,0.17,1.09,86,54,5.7,87,17,3,21,992,7,Plants vs. Zombies
2003,0.78,0.29,0,0.02,1.09,75,21,8.9,39,6,7,53,1615,1,Lode Runner
2008,0.91,0.09,0,0.09,1.09,66,13,4.4,7,26,8,139,439,2,The Final Fantasy Legend
2000,1.02,0.05,0,0.02,1.09,97,22,6,47,3,10,447,1592,1,Famicom Jump: Eiyuu Retsuden
1998,0,0,1.07,0.02,1.09,71,22,7.5,24,15,9,277,1558,8,F-Zero X
2005,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,19,7,21,1332,7,Popeye
2015,0.2,0.7,0.02,0.16,1.09,83,37,6.6,363,18,6,452,1313,1,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories
2003,1.02,0.02,0,0.05,1.09,92,27,8.3,48,29,10,139,446,1,Omerta: City of Gangsters
2009,0.64,0.34,0.01,0.1,1.09,54,51,6.9,198,26,4,447,1328,2,NBA Live 2001
2006,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,16,0,139,469,5,SingStar Legends
2010,0.74,0.25,0,0.09,1.09,47,52,2.1,98,28,6,447,1277,1,SingStar Rocks!
2002,0.53,0.42,0,0.14,1.09,65,32,8.3,33,16,8,290,850,7,Tales of Symphonia
1997,0,0,1.02,0.07,1.09,71,22,7.5,24,15,9,493,1558,8,LEGO City Undercover
2010,0.44,0.46,0.01,0.18,1.09,74,42,6.9,41,17,2,490,1637,7,Need for Speed: ProStreet
2011,0.61,0.38,0,0.1,1.09,66,8,7.5,24,4,0,290,1496,1,GRID
2012,1.02,0,0,0.07,1.09,76,20,5.5,65,28,0,139,446,1,Medal of Honor: Airborne
2009,0.82,0.17,0.01,0.09,1.09,84,70,8,72,28,10,139,422,7,Star Ocean: The Second Story
1998,0.6,0.41,0,0.07,1.09,71,22,7.5,24,15,10,327,1558,8,Petz Dogz 2
2003,0.53,0.41,0,0.14,1.08,88,15,8.9,77,16,6,139,446,1,NCAA Football 14
2002,0.53,0.41,0,0.14,1.08,71,22,6.6,41,16,4,490,189,1,Yakuza 2
2008,0.63,0.35,0,0.1,1.08,71,22,7.5,24,4,9,527,1593,1,Guitar Hero 5
2005,0.75,0.18,0,0.16,1.08,73,28,7.2,9,19,3,457,1415,2,Dragon Ball Z: The Legacy of Goku II
2002,0.53,0.41,0,0.14,1.08,71,22,7.5,24,16,10,27,1584,1,NERF N-Strike
2009,0.01,0.97,0,0.1,1.08,90,62,6.9,2981,13,11,447,333,7,NFL 2K1
2007,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,17,2,447,1278,7,BeatMania
2010,0.64,0.28,0.04,0.13,1.08,75,69,7.5,265,17,0,139,1591,5,Untold Legends: Brotherhood of the Blade
2010,0.51,0.4,0,0.16,1.08,71,22,7.5,24,17,0,127,1558,8,Project CARS
1982,1.01,0.06,0,0.01,1.08,71,22,7.5,24,0,4,53,1558,8,Madden NFL 2004
2004,0.64,0.34,0,0.1,1.08,58,21,6,19,16,8,527,1544,7,Sonic and the Black Knight
2013,0.37,0.3,0.28,0.13,1.08,71,22,7.5,24,17,7,466,1558,8,The Godfather
2016,0.42,0.58,0,0.08,1.08,91,90,7.4,594,30,6,325,1110,1,Sonic Free Riders
2014,0.64,0.34,0,0.1,1.08,71,22,7.5,24,28,0,127,1558,8,Star Wars: Bounty Hunter
1998,0.6,0.41,0,0.07,1.08,71,22,7.5,24,15,10,327,1558,8,Densha De Go!
2008,0.43,0.4,0,0.24,1.08,70,10,8.1,49,19,0,290,810,7,WWE SmackDown vs. Raw 2011
2003,0.77,0.29,0,0.02,1.08,40,23,6.1,22,6,2,53,1615,7,LEGO Star Wars III: The Clone Wars
2002,0.77,0.29,0,0.02,1.08,71,22,7.5,24,6,4,527,1558,8,NCAA Football 13
2005,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,7,8,361,967,7,Skate 2
2014,0.51,0.47,0,0.09,1.08,69,6,7.3,121,28,8,139,1119,2,NFL Blitz 2000
2007,0.24,0.54,0,0.3,1.07,59,7,6.7,15,19,0,139,471,7,NASCAR Thunder 2004
1999,0,0,1,0.07,1.07,71,22,7.5,24,15,3,457,1558,8,SpongeBob SquarePants: Revenge of the Flying Dutchman
2006,0.96,0.03,0,0.08,1.07,47,9,5,38,4,0,290,69,1,Imagine: Babysitters
2006,0.89,0.03,0,0.15,1.07,82,14,7.4,83,16,8,21,1499,7,Namco Museum Battle Collection
2010,0.26,0.69,0,0.12,1.07,73,17,7.3,8,26,10,139,442,1,Fisherman's Bass Club
2008,0.65,0.32,0,0.1,1.07,71,22,7.5,24,4,9,527,836,1,Empire: Total War
2008,0.47,0.4,0.03,0.17,1.07,85,59,7.3,245,17,0,527,1532,7,Virtua Fighter 5
1999,0,0.98,0,0.09,1.07,71,22,7.5,24,13,10,138,1558,8,Dante's Inferno
1994,0.17,0.12,0.77,0.02,1.07,71,22,7.5,24,21,2,447,1558,8,Toy Story 3: The Video Game
2009,0.53,0.01,0,0.54,1.07,71,22,7.7,31,16,2,490,1637,7,Joust
2009,0.86,0.12,0,0.09,1.07,71,22,7.5,24,26,10,490,1558,8,Tom Clancy's Ghost Recon 2
2011,0.79,0.18,0.03,0.07,1.07,71,22,7.5,24,28,2,85,1558,8,Final Fantasy XIV: A Realm Reborn
2008,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,28,0,138,340,7,Forza Horizon 3
1997,0.59,0.4,0,0.07,1.07,71,22,7.5,24,15,10,139,1558,8,Disney Infinity 2.0: Marvel Super Heroes
2007,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36,28,10,277,804,1,Ready 2 Rumble Boxing
2005,0.74,0.15,0.13,0.05,1.07,86,57,8.4,96,16,2,349,967,7,Star Wars: The Force Unleashed
2009,0.6,0.36,0,0.11,1.07,88,44,8.8,57,26,10,139,446,1,Dragon Ball Z: Taiketsu
2009,0.54,0.42,0,0.11,1.07,60,5,7.5,24,4,1,139,1415,1,Disney's Lilo & Stitch
1995,0.17,0.12,0.71,0.07,1.07,71,22,7.5,24,15,6,457,1558,8,Star Fox: Assault
2005,0.1,0.63,0,0.34,1.07,70,31,5.6,5,19,10,457,1240,1,Plants vs. Zombies: Garden Warfare
2008,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95,17,2,349,350,7,The Simpsons Game
2010,0.57,0.38,0.02,0.1,1.07,71,22,7.6,18,28,0,496,1209,5,Doko Demo Issyo
2013,0.31,0.2,0.45,0.11,1.07,66,62,5.9,552,17,7,466,1351,7,LEGO Star Wars II: The Original Trilogy
1999,0.59,0.4,0,0.07,1.07,71,22,7.5,24,15,6,139,1558,8,Call of Duty 3
1998,0.59,0.4,0,0.07,1.06,71,22,7.5,24,15,10,139,1558,8,FIFA Soccer 11
2006,0.88,0.04,0,0.14,1.06,75,43,8.5,84,16,2,327,927,5,Imagine: Fashion Designer New York
2002,0.52,0.41,0,0.14,1.06,81,25,7.3,14,16,6,139,1070,1,Prince of Persia
2009,0.28,0.49,0.03,0.27,1.06,90,77,7.3,146,19,0,496,1206,5,Championship Manager 99/00
2008,0.66,0.3,0,0.1,1.06,65,20,6.5,21,4,9,139,618,1,Virtua Fighter
2007,0.28,0.58,0,0.21,1.06,89,21,8.4,188,17,8,139,432,5,WWE SmackDown vs. Raw 2010
1998,0,0,0.99,0.07,1.06,71,22,7.5,24,15,3,110,1558,8,The Biggest Loser
2009,0.56,0.39,0,0.11,1.06,84,72,8,42,28,3,21,538,7,Marvel vs. Capcom 3: Fate of Two Worlds
2008,0.53,0.4,0.03,0.11,1.06,80,56,8.3,154,28,0,496,869,7,Tomb Raider: Underworld
2005,0.52,0.41,0,0.14,1.06,89,36,8.7,37,16,10,139,424,1,NHL 99
1999,0.18,0.81,0,0.08,1.06,71,22,7.5,24,15,11,324,1558,8,Pro Evolution Soccer 2008
2003,0.52,0.41,0,0.14,1.06,71,28,8.3,22,16,0,530,1155,7,SoulCalibur III
2016,0.63,0.33,0,0.1,1.06,91,18,5.6,668,30,8,21,214,7,Tiger Woods PGA Tour 10
1997,1.01,0.05,0,0.01,1.06,71,22,7.5,24,10,10,17,1558,8,MySims Agents
1998,1.02,0.04,0,0.01,1.06,71,22,7.5,24,10,10,327,1558,8,Ridge Racer Revolution
2010,0.55,0.4,0,0.11,1.06,64,64,7.3,247,28,8,447,1178,5,World Tour Soccer
2012,0.36,0.49,0,0.2,1.06,77,21,6.3,18,17,0,21,1492,2,Naruto: Ultimate Ninja Storm
2001,1.03,0.02,0,0,1.06,87,21,9.1,639,13,7,546,215,5,Red Dead Redemption: Undead Nightmare
2007,0.43,0.46,0.09,0.09,1.06,72,42,8.1,61,26,1,361,96,1,Lightning Returns: Final Fantasy XIII
2004,0.76,0.28,0,0.02,1.06,65,12,7.7,6,6,0,21,390,1,Hot Wheels Turbo Racing
2002,0.52,0.4,0,0.14,1.06,63,9,8.8,10,16,6,402,160,7,NCAA Football 99
2010,0.67,0.28,0.01,0.1,1.06,83,81,7.9,292,28,0,490,1583,5,Mortal Kombat: Armageddon
2008,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,28,8,139,1073,7,Freekstyle
2013,0.61,0.35,0,0.09,1.06,71,22,6.8,73,30,0,550,1418,2,Grand Theft Auto: Chinatown Wars
2007,0.49,0.39,0,0.17,1.06,84,50,8.4,183,17,9,457,707,7,Spore Creatures
2011,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,17,6,91,301,7,The Orange Box
2008,0.28,0.65,0,0.13,1.05,71,24,7,16,26,10,447,1383,2,Simple 1500 Series Vol. 1: The Mahjong
2007,0.16,0.66,0,0.23,1.05,83,32,8,32,17,6,91,301,1,DJ Hero
2007,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,4,8,21,1674,7,Bully: Scholarship Edition
1981,0.99,0.05,0,0.01,1.05,71,22,7.5,24,0,8,240,1558,8,NBA Street V3
2009,0.46,0.31,0.2,0.09,1.05,75,55,8,60,26,0,85,277,5,Worms Armageddon
2006,0.81,0.11,0,0.13,1.05,81,31,9,36,19,8,457,1650,7,Hulk
1980,0.99,0.05,0,0.01,1.05,71,22,7.5,24,0,3,53,1558,8,Overwatch
2007,0.97,0.01,0,0.07,1.05,44,5,7.5,24,4,4,496,204,1,NFL Quarterback Club 98
1996,0,0,0.92,0.13,1.05,71,22,7.5,24,15,7,457,1558,8,NFL Blitz
1985,0,0,1.05,0,1.05,71,22,7.5,24,11,2,349,1558,8,Aliens vs Predator
1996,0,0,1.04,0.01,1.05,71,22,7.5,24,23,10,13,1558,8,Skylanders Giants
1986,0,0,1.05,0,1.05,71,22,7.5,24,11,4,227,1558,8,Diablo II: Lord of Destruction
2002,0.51,0.4,0,0.13,1.05,89,21,8,22,16,10,447,1592,1,Endless Ocean
2012,0.37,0.49,0,0.19,1.05,82,16,8.3,85,17,0,550,1418,2,Spider-Man 2
2001,0.78,0.26,0,0.01,1.05,61,17,8.3,6,29,6,139,535,7,Seek and Destroy
2000,0.91,0.11,0,0.03,1.05,82,14,8.4,5,15,10,17,1639,1,Darksiders
2014,0.46,0.41,0.01,0.17,1.05,70,57,6.1,279,18,10,139,442,7,Mercenaries 2: World in Flames
2005,0.52,0.51,0,0.02,1.05,92,73,7.6,213,29,6,325,922,1,LEGO Marvel Super Heroes
2007,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,17,10,447,1279,1,Warhawk
1998,0.19,0.13,0.66,0.07,1.05,83,6,7.5,24,15,9,457,1445,1,DiRT 3
2003,0.51,0.4,0,0.13,1.04,81,22,8.9,17,16,10,139,442,1,Sega Superstars Tennis
2007,0.45,0.48,0,0.11,1.04,71,22,7.4,5,4,9,527,1588,1,DiRT
2009,0.56,0.37,0.01,0.1,1.04,80,59,8.4,36,28,2,490,1637,7,Call of Duty 4: Modern Warfare
1997,0.09,0.06,0.83,0.07,1.04,71,22,7.5,24,15,7,349,1558,8,Cosmic Ark
2012,0.31,0.49,0.05,0.19,1.04,83,40,7.7,645,17,0,466,1556,5,Resident Evil: The Darkside Chronicles
2000,0.58,0.39,0,0.07,1.04,42,9,7.5,24,15,6,17,295,1,SOCOM: U.S. Navy SEALs Fireteam Bravo 2
1996,0.45,0.3,0.22,0.07,1.04,71,22,7.5,24,15,0,543,1558,8,Defender
2003,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,7,2,361,35,7,Dora the Explorer: Dora Saves the Mermaids
2006,0.87,0.03,0,0.14,1.04,73,25,8.7,6,16,9,277,804,2,Arc the Lad II
2010,0.41,0.46,0,0.18,1.04,65,57,7.3,168,17,8,447,1178,5,Tag Team Match M.U.S.C.L.E.
1997,0.5,0.2,0.31,0.03,1.04,71,22,7.5,24,10,5,227,1558,8,Derby Stallion 96
1998,0.91,0.1,0,0.03,1.04,71,22,7.5,24,15,6,17,1558,8,Adventure Island
2001,0.39,0.16,0.37,0.12,1.04,86,19,8.5,22,6,6,361,982,1,NBA 2K3
2006,0.44,0.48,0,0.11,1.04,46,38,4.4,455,28,4,447,1277,2,LEGO The Lord of the Rings
2010,0.43,0.5,0,0.11,1.04,71,22,7.5,24,4,6,447,1558,8,The Simpsons: Road Rage
2005,0.53,0.46,0,0.05,1.04,83,32,8.8,29,29,6,139,424,7,Dave Mirra Freestyle BMX
2007,0.54,0.39,0,0.11,1.03,71,52,7.7,71,28,0,139,470,7,EA Sports UFC
2012,0.12,0.63,0.05,0.23,1.03,81,23,7.5,54,17,6,91,301,1,Forza Motorsport
2011,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,28,8,66,1348,7,Virtua Tennis 3
2005,0.86,0.03,0,0.14,1.03,79,30,8.4,17,16,6,490,1159,1,Monster Rancher 2
2005,0.47,0.34,0,0.23,1.03,88,56,7.9,102,19,6,457,1377,1,MVP Baseball 2003
2012,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,17,0,490,1637,7,Imagine: Animal Doctor
2011,0.54,0.39,0,0.09,1.03,73,54,7,31,28,0,127,1496,2,Legacy of Kain: Soul Reaver
2007,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,17,8,527,1184,7,WWE SmackDown vs. Raw 2010
2005,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,4,4,361,1415,1,Tales of Destiny
2008,0.46,0.47,0,0.11,1.03,67,12,7,8,26,0,550,1417,2,Sleeping Dogs
2003,0.5,0.39,0,0.13,1.03,82,16,8.8,12,16,10,139,1032,1,ATV: Quad Power Racing
1985,0.18,0,0.85,0,1.03,71,22,7.5,24,11,5,227,1558,8,Mega Man X4
2016,0.56,0.3,0.08,0.09,1.03,86,74,8.4,329,27,0,361,1431,7,Naruto: Clash of Ninja 2
2008,0.44,0.42,0,0.17,1.03,77,36,7.7,30,17,0,21,1496,2,Dance Dance Revolution SuperNOVA
1996,0.96,0.07,0,0,1.03,86,18,8.5,3552,13,0,138,341,5,Aliens vs Predator
1998,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,15,2,543,264,7,Bomberman 64
2009,0.61,0.32,0,0.1,1.03,78,28,8.6,28,26,1,139,469,1,Jeremy McGrath Supercross 98
2008,0.23,0.71,0,0.09,1.03,71,22,7.5,24,4,3,177,141,1,F-Zero: Maximum Velocity
2009,0.16,0.57,0,0.29,1.02,79,58,8.8,39,19,6,457,193,7,Sonic the Hedgehog
2007,0.32,0.59,0.01,0.11,1.02,65,13,6.1,26,26,10,139,424,1,Sonic & Sega All-Stars Racing
2010,0.67,0.26,0,0.09,1.02,71,22,7.5,24,4,9,21,204,1,Need for Speed: Most Wanted
2007,0.93,0.01,0,0.08,1.02,72,24,7,22,26,10,139,440,1,The Simpsons Game
2007,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,26,2,53,1347,7,F1 2012
2004,0.73,0.26,0.01,0.03,1.02,70,25,6.4,14,7,4,21,857,1,Brink
2016,0.86,0.06,0,0.11,1.02,90,17,6.2,91,30,10,496,1592,1,MX vs. ATV Unleashed
2007,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,28,8,527,1184,7,WipEout Pure
2008,0.56,0.32,0.01,0.14,1.02,54,24,7.9,130,17,4,447,1328,2,UFC Undisputed 3
1993,0.39,0.12,0.49,0.02,1.02,71,22,7.5,24,23,0,85,1558,8,LEGO Pirates of the Caribbean: The Video Game
1997,0.57,0.39,0,0.07,1.02,71,22,7.5,24,15,0,139,1558,8,Tom Clancy's Ghost Recon Advanced Warfighter 2
2011,0.64,0.28,0,0.1,1.02,61,11,6,5,26,0,127,494,2,Super Princess Peach
2010,0.25,0.65,0,0.12,1.02,48,6,3.3,4,26,3,527,846,2,Guinness World Records: The Videogame
2009,0.62,0.31,0,0.09,1.02,71,41,7.4,25,28,0,21,1496,2,NCAA March Madness 2004
2007,0.51,0.4,0,0.11,1.02,71,22,9,4,4,9,527,1121,1,Donkey Kong Land III
2011,0.61,0.32,0.01,0.08,1.02,84,83,7.6,439,28,8,139,486,5,Bomberman
2013,0.43,0.42,0,0.17,1.02,83,31,5.3,33,17,4,21,1577,2,The Legend of Zelda: Twilight Princess HD
2006,0.97,0.03,0,0.03,1.02,83,27,8.7,6,29,10,139,446,1,LEGO Indiana Jones: The Original Adventures
2011,0.44,0.47,0.01,0.09,1.02,66,29,6.9,108,2,4,447,1282,1,Tomb Raider
2008,0.93,0.01,0,0.08,1.02,92,10,7.7,45,26,3,294,637,7,Street Fighter Alpha 3
2004,0.5,0.39,0,0.13,1.02,70,29,8.7,29,16,0,139,432,1,MySims Agents
2012,0.56,0.05,0.37,0.04,1.02,80,40,8.2,89,4,7,361,796,1,Junior Brain Trainer
2008,0.51,0.4,0,0.11,1.01,51,18,3.6,8,26,4,490,647,1,MotorStorm: Arctic Edge
1998,0.56,0.38,0,0.07,1.01,71,22,7.5,24,15,5,217,1558,8,FIFA Soccer 08
2007,0.44,0.46,0,0.11,1.01,74,23,8,27,26,2,514,35,7,ZhuZhu Pets
2009,0.56,0.34,0.02,0.09,1.01,71,22,7.5,24,4,1,127,680,1,Tiger Woods PGA Tour 08
2007,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,28,9,53,1126,7,Dragon Ball Z: Budokai Tenkaichi 3
2007,0.45,0.46,0,0.11,1.01,64,19,6.1,38,26,0,139,471,7,Shrek 2
1995,0.87,0.12,0,0.02,1.01,71,22,7.5,24,23,10,17,1558,8,NBA 2K17
2003,0,0.93,0,0.08,1.01,71,22,7.5,24,13,10,138,1558,8,Tom Clancy's Ghost Recon Advanced Warfighter 2
2012,0.33,0.45,0.01,0.22,1.01,71,22,7.5,24,20,6,139,1558,8,Sonic Unleashed
2008,0.65,0.22,0.05,0.1,1.01,81,74,8,302,28,0,502,1441,5,Final Fight 2
2014,0.58,0.34,0,0.09,1.01,72,32,7.3,318,28,0,527,1524,5,The Lost World: Jurassic Park
2014,0.22,0.64,0,0.16,1.01,90,16,8.5,525,18,4,527,1531,2,Disney Universe
2006,0,0,1.01,0,1.01,71,22,7.5,24,4,3,447,1558,8,Dance on Broadway
2008,0.54,0.34,0.02,0.1,1.01,81,73,7,189,28,0,527,1532,7,LEGO Indiana Jones 2: The Adventure Continues
1997,0.12,0.08,0.74,0.07,1.01,86,5,8.3,10,15,9,502,1445,8,Petz: Catz 2
2012,0.52,0.36,0.05,0.08,1.01,77,70,7.7,758,27,0,527,1531,5,Bulletstorm
2016,0.5,0.26,0.17,0.08,1.01,76,74,8,273,27,2,349,155,2,Skylanders SWAP Force
2003,0.49,0.38,0,0.13,1,51,5,8,8,16,6,143,1169,1,Madden NFL 07
1997,0.29,0.19,0.46,0.07,1,71,22,7.5,24,15,7,85,1558,8,Sonic Generations
2009,0.93,0,0,0.07,1,67,12,4.5,6,26,8,139,440,2,Rock Band 2
2010,0.41,0.35,0.03,0.21,1,86,73,8.4,255,19,0,457,1172,5,Harry Potter and the Prisoner of Azkaban
2000,0.3,0.24,0.38,0.08,1,71,22,7.5,24,16,2,502,1558,8,Pokemon Conquest
1985,0.65,0.14,0.21,0,1,71,22,7.5,24,11,8,85,1558,8,Wall-E
1997,0.63,0.25,0.09,0.03,1,71,22,7.5,24,5,3,361,1558,8,Pong: The Next Level
2000,0.65,0.15,0.19,0.01,1,71,22,7.5,24,10,6,361,1558,8,Naruto: Clash of Ninja Revolution
1991,0.41,0.1,0.47,0.02,1,71,22,7.5,24,11,10,361,1558,8,Disney Fairies: Tinker Bell and the Lost Treasure
2004,0,0,1,0,1,71,22,7.5,24,16,3,443,1558,8,Ace Combat 6: Fires of Liberation
2003,0.78,0.18,0.03,0,1,92,39,8.9,54,29,2,349,967,7,The Simpsons Game
2008,0.13,0.76,0.03,0.09,1,71,22,7.5,24,28,10,277,1558,8,NBA Jam Tournament Edition
2006,0.08,0.9,0.02,0,1,71,22,7.5,24,28,10,277,1558,8,Championship Manager 3
1995,0.56,0.38,0,0.07,1,71,22,7.5,24,15,6,139,1558,8,Need for Speed: Most Wanted
2000,0.56,0.38,0,0.07,1,73,10,7.5,24,15,10,457,36,1,Ninja Gaiden II
1996,0.55,0.38,0,0.07,1,71,22,7.5,24,15,10,139,1558,8,Assassin's Creed: Rogue
2002,0.13,0.1,0.74,0.03,1,72,16,9.3,54,16,0,502,1042,7,Rayman Legends
2011,0.33,0.49,0.01,0.17,1,87,43,8.4,238,17,4,527,1518,2,Oshare Majo Love and Berry: DS Collection
2000,0.55,0.38,0,0.07,1,71,22,7.5,24,15,3,457,1558,8,Prince of Persia
2000,0.74,0.21,0,0.04,0.99,79,24,8.5,10,29,10,325,922,1,Monster Rancher
2013,0.72,0.17,0,0.1,0.99,79,16,7.8,33,28,3,527,1524,2,ZombiU
2011,0.94,0,0,0.06,0.99,82,25,6.6,49,28,10,139,442,1,Pokken Tournament
2003,0.77,0.2,0,0.03,0.99,71,22,7.5,24,7,6,546,1558,8,Ford Racing 2
